sneaker_name,brand,sneaker_image,retail_price,url
Jordan 1 Retro High OG Bordeaux,Jordan,https://images.stockx.com/360/Air-Jordan-1-Retro-High-Bordeaux/Images/Air-Jordan-1-Retro-High-Bordeaux/Lv2/img01.jpg?w=576&q=60&dpr=1&updated_at=1636996253&h=384,170.00,https://stockx.com/air-jordan-1-retro-high-bordeaux
Jordan 1 Retro High Dark Mocha,Jordan,https://images.stockx.com/360/Air-Jordan-1-Retro-High-Dark-Mocha/Images/Air-Jordan-1-Retro-High-Dark-Mocha/Lv2/img01.jpg?w=576&q=60&dpr=1&updated_at=1635345732&h=384,170.00,https://stockx.com/air-jordan-1-retro-high-dark-mocha
Jordan 1 Retro High OG Lucky Green,Jordan,https://images.stockx.com/360/Air-Jordan-1-Retro-High-OG-Lucky-Green/Images/Air-Jordan-1-Retro-High-OG-Lucky-Green/Lv2/img01.jpg?w=576&q=60&dpr=1&updated_at=1681154580&h=384,180.00,https://stockx.com/air-jordan-1-retro-high-og-lucky-green
Jordan 1 Retro High OG Green Glow,Jordan,https://images.stockx.com/360/Air-Jordan-1-Retro-High-OG-Green-Glow/Images/Air-Jordan-1-Retro-High-OG-Green-Glow/Lv2/img01.jpg?w=576&q=60&dpr=1&updated_at=1711135511&h=384,180.00,https://stockx.com/air-jordan-1-retro-high-og-green-glow
Jordan 1 Retro High OG University Blue,Jordan,https://images.stockx.com/360/Air-Jordan-1-Retro-High-White-University-Blue-Black/Images/Air-Jordan-1-Retro-High-White-University-Blue-Black/Lv2/img01.jpg?w=576&q=60&dpr=1&updated_at=1635340557&h=384,170.00,https://stockx.com/air-jordan-1-retro-high-white-university-blue-black
Jordan 1 Retro High OG Brotherhood,Jordan,https://images.stockx.com/360/Air-Jordan-1-Retro-High-OG-Brotherhood/Images/Air-Jordan-1-Retro-High-OG-Brotherhood/Lv2/img01.jpg?w=576&q=60&dpr=1&updated_at=1645431701&h=384,170.00,https://stockx.com/air-jordan-1-retro-high-og-brotherhood
Jordan 1 Retro High OG Black Metallic Gold,Jordan,https://images.stockx.com/360/Air-Jordan-1-Retro-High-OG-Black-Metallic-Gold/Images/Air-Jordan-1-Retro-High-OG-Black-Metallic-Gold/Lv2/img01.jpg?w=576&q=60&dpr=1&updated_at=1722460854&h=384,180.00,https://stockx.com/air-jordan-1-retro-high-og-black-metallic-gold
Jordan 1 Retro High OG Spider-Man Across the Spider-Verse,Jordan,https://images.stockx.com/360/Air-Jordan-1-High-OG-Spider-Man-Across-the-Spider-Verse/Images/Air-Jordan-1-High-OG-Spider-Man-Across-the-Spider-Verse/Lv2/img01.jpg?w=576&q=60&dpr=1&updated_at=1683569460&h=384,200.00,https://stockx.com/air-jordan-1-high-og-spider-man-across-the-spider-verse
Jordan 1 Retro High OG Dark Marina Blue,Jordan,https://images.stockx.com/360/Air-Jordan-1-Retro-High-OG-Dark-Marina-Blue/Images/Air-Jordan-1-Retro-High-OG-Dark-Marina-Blue/Lv2/img01.jpg?w=576&q=60&dpr=1&updated_at=1641935382&h=384,170.00,https://stockx.com/air-jordan-1-retro-high-og-dark-marina-blue
Jordan 1 Retro High OG UNC Toe,Jordan,https://images.stockx.com/360/Air-Jordan-1-High-OG-UNC-Toe/Images/Air-Jordan-1-High-OG-UNC-Toe/Lv2/img01.jpg?w=576&q=60&dpr=1&updated_at=1688674754&h=384,180.00,https://stockx.com/air-jordan-1-high-og-unc-toe
Jordan 1 High Zoom Air CMFT 2 Cement University Blue,Jordan,https://images.stockx.com/360/Air-Jordan-1-High-Zoom-Air-CMFT-2-Cement-University-Blue/Images/Air-Jordan-1-High-Zoom-Air-CMFT-2-Cement-University-Blue/Lv2/img01.jpg?w=576&q=60&dpr=1&updated_at=1698433989&h=384,150.00,https://stockx.com/air-jordan-1-high-zoom-air-cmft-2-cement-university-blue
